DOID	MeSH
DOID:1835	D020422
DOID:1837	D016883
DOID:1838	D007706
DOID:184	D001859
DOID:1849	D002189
DOID:1852	D002780
DOID:1858	D005359
DOID:1862	D007573
DOID:1863	D012888
DOID:1866	D006101
DOID:1882	D006344
DOID:1883	D006526
DOID:1884	D006524
DOID:1891	D009901
DOID:1896	D012811
DOID:1897	D012810
DOID:1907	D051677
DOID:1909	D008545
DOID:1911	D018240
DOID:1919	D007926
DOID:192	D018312
DOID:1920	D033461
DOID:1921	D007713
DOID:1923	D012734
DOID:1924	D007006
DOID:1925	C536436
DOID:1926	D005776
DOID:1927	D013106
DOID:1928	D018980
DOID:1929	D021921
DOID:1930	D007849
DOID:1931	D007027
DOID:1932	D017204
DOID:1933	D012415
DOID:1934	D004413
DOID:1935	D020788
DOID:1936	D050197
DOID:1947	D014245
DOID:1949	D002764
DOID:1962	D005184
DOID:1963	D005185
DOID:1964	D005185
DOID:1967	D007890
DOID:1969	D002547
DOID:1974	D018195
DOID:1984	D012004
DOID:1993	D012004
DOID:1998	D008185
DOID:200	D005870
DOID:2001	D009463
DOID:2006	D019773
DOID:201	D009372
DOID:2018	D006946
DOID:203	D005096
DOID:2030	D001008
DOID:2033	D003147
DOID:2034	D004678
DOID:204	D000070676
DOID:2043	D006509
DOID:2044	D056487
DOID:2047	D003699
DOID:2048	D019693
DOID:205	D015576
DOID:2051	D015523
DOID:2055	D013313
DOID:2058	D002178
DOID:2059	D014845
DOID:206	D005097
DOID:2065	D018252
DOID:2074	D007416
DOID:2089	D003248
DOID:210	D036982
DOID:2106	D009224
DOID:2112	D021865
DOID:2113	D003048
DOID:2120	D005489
DOID:2121	D004476
DOID:2149	D014401
DOID:2154	D009396
DOID:2155	C562841
DOID:216	D003731
DOID:2170	D014627
DOID:2173	D005142
DOID:2174	D005134
DOID:2187	D000567
DOID:219	D003110
DOID:2211	D005177
DOID:2213	D006474
DOID:2214	D025861
DOID:2215	D005168
DOID:2216	D005166
DOID:2217	D001606
DOID:2218	D001791
DOID:2219	D013915
DOID:2222	D005171
DOID:2223	D010981
DOID:2224	D013920
DOID:2228	D013922
DOID:2229	D005173
DOID:223	D014715
DOID:2231	D005175
DOID:2234	D004828
DOID:2235	C562724
DOID:2236	D000347
DOID:2237	D006521
DOID:224	D002546
DOID:2247	D055009
DOID:225	D013577
DOID:2253	D002577
DOID:2256	D010009
DOID:227	D000844
DOID:2272	D002181
DOID:2273	D014848
DOID:2275	D010608
DOID:2275	D010612
DOID:2277	D006058
DOID:2280	D017497
DOID:2282	D016575
DOID:229	D005831
DOID:2297	D007922
DOID:2297	D014895
DOID:230	D016472
DOID:2300	D013169
DOID:2303	D019956
DOID:231	D016472
DOID:2312	D009617
DOID:2316	D002545
DOID:2320	D008173
DOID:2326	D005759
DOID:2338	D008339
DOID:2339	D003394
DOID:234	D003110
DOID:2340	D003398
DOID:2349	D001161
DOID:235	D003110
DOID:2351	D019189
DOID:2352	D006432
DOID:2354	D000750
DOID:2355	D000740
DOID:2361	D000748
DOID:2364	D011186
DOID:2365	D014901
DOID:2366	D014901
DOID:2367	D019150
DOID:2368	D005733
DOID:2373	D004612
DOID:2377	D009103
DOID:2378	D020529
DOID:238	D011681
DOID:2382	D007647
DOID:2383	D007567
DOID:2384	D014899
DOID:2394	D010051
DOID:240	D007499
DOID:2409	D012227
DOID:2411	D016586
DOID:2426	D005729
DOID:2431	D005918
DOID:2436	D005918
DOID:2444	D006964
DOID:2449	D000172
DOID:2450	D012170
DOID:2451	D018455
DOID:2452	D019851
DOID:2457	D003233
DOID:2474	D003233
DOID:2476	D015419
DOID:2477	D015417
DOID:2479	D014717
DOID:248	D014134
DOID:2485	D010760
DOID:2491	D009477
DOID:2493	D020252
DOID:2494	D016888
DOID:2498	D014077
DOID:2508	D001015
DOID:2508	D013625
DOID:2510	D020232
DOID:2512	D001478
DOID:2513	D018295
DOID:2518	D009920
DOID:2519	D013733
DOID:252	D011604
DOID:2527	D009401
DOID:2529	D013158
DOID:2531	D019337
DOID:2533	D013159
DOID:2536	D020277
DOID:2538	D018887
DOID:2548	D020195
DOID:255	D006391
DOID:2555	D020293
DOID:2556	D011081
DOID:2557	D002357
DOID:2559	D009293
DOID:2560	D009021
DOID:2562	D010482
DOID:2565	D003317
DOID:2566	D003317
DOID:2568	D002575
DOID:2569	D015593
DOID:2570	D015620
DOID:2571	C538636
DOID:2571	D006646
DOID:2580	D018902
DOID:2581	D002806
DOID:2582	D020642
DOID:2583	D000361
DOID:2590	C535761
DOID:2596	D007822
DOID:2598	D007822
DOID:2602	D002812
DOID:2609	D018194
DOID:2615	D010212
DOID:2626	D020288
DOID:263	D007680
DOID:2634	D003537
DOID:2636	D001948
DOID:264	D006393
DOID:2640	D013330
DOID:2643	D054973
DOID:2645	D008654
DOID:2649	D002804
DOID:2653	D054363
DOID:2658	D003884
DOID:2661	D009208
DOID:2664	D013544
DOID:2668	D008637
DOID:2671	D002295
DOID:2683	D000232
DOID:2689	C537491
DOID:2689	D008204
DOID:2691	D009214
DOID:2696	D007984
DOID:2701	D000070779
DOID:2702	D013586
DOID:2703	D013585
DOID:2708	D005203
DOID:2710	D018877
DOID:2712	D010688
DOID:2717	D001816
DOID:2718	D006468
DOID:2722	D000169
DOID:2723	D003872
DOID:2725	D018324
DOID:2729	D019871
DOID:2730	D004820
DOID:2731	D012872
DOID:2732	D011038
DOID:2734	D007644
DOID:2736	D030981
DOID:2736	D031845
DOID:2738	D011561
DOID:2739	D005878
DOID:2741	D006932
DOID:2741	D006933
DOID:2742	D004427
DOID:2744	D011702
DOID:2745	D010554
DOID:2746	D006012
DOID:2747	D006008
DOID:2748	D006010
DOID:2750	D006011
DOID:2751	D006015
DOID:2752	D006009
DOID:2754	D006013
DOID:2755	D015270
DOID:2768	D013981
DOID:2769	D013981
DOID:277	D006391
DOID:2770	D003963
DOID:2772	D017453
DOID:2773	D003877
DOID:2775	D050398
DOID:2776	D050398
DOID:2785	D003616
DOID:2786	D002526
DOID:2789	D011528
DOID:2790	D009332
DOID:2797	D000080203
DOID:2799	D001989
DOID:28	D004700
DOID:2810	D008878
DOID:2815	D003390
DOID:2825	D009668
DOID:2828	D042101
DOID:2832	D005847
DOID:2841	D001249
DOID:2842	D029593
DOID:2843	D008133
DOID:2846	D002012
DOID:2846	D020186
DOID:285	D007943
DOID:2855	D006981
DOID:2856	D005067
DOID:2859	D006445
DOID:2860	D006453
DOID:2861	D000746
DOID:2862	D005955
DOID:2871	D016889
DOID:2871	D018269
DOID:2876	D000077195
DOID:2883	D011470
DOID:2889	D012181
DOID:289	D004715
DOID:2891	D013964
DOID:2907	D006053
DOID:2908	D008342
DOID:2913	D010195
DOID:2916	D007160
DOID:2917	D003449
DOID:2920	D015432
DOID:2921	D005921
DOID:2926	D007715
DOID:2929	D009521
DOID:2934	D000453
DOID:2935	D002609
DOID:2938	D020031
DOID:2942	D001988
DOID:2945	D045169
DOID:2951	D009041
DOID:2952	D007759
DOID:2957	D014397
DOID:2960	D054463
DOID:2962	D003057
DOID:2964	D010489
DOID:2965	D002062
DOID:2972	D012078
DOID:2973	D007673
DOID:2975	D052177
DOID:2977	D006959
DOID:2977	D006960
DOID:2978	D002239
DOID:2981	D007681
DOID:2982	D010501
DOID:2983	D001002
DOID:2986	D005922
DOID:2987	D010505
DOID:2988	D016736
DOID:299	D000230
DOID:2994	D009373
DOID:2997	D018310
DOID:2998	D013736
DOID:2999	D006106
DOID:3007	D044584
DOID:3008	D018270
DOID:3012	D016864
DOID:3016	D003557
DOID:302	D019966
DOID:3021	D058186
DOID:3025	D018267
DOID:303	D019966
DOID:3030	D002288
DOID:3042	D017449
DOID:3044	D005512
DOID:3047	D014924
DOID:3049	D015267
DOID:305	D002277
DOID:305	D009375
DOID:3052	D001449
DOID:3055	D010284
DOID:3068	D005909
DOID:3069	D001254
DOID:3070	D005910
DOID:3071	D018316
DOID:3074	D005909
DOID:3078	D001254
DOID:308	D004831
DOID:3081	D018191
DOID:3082	D017563
DOID:3083	D029424
DOID:3086	D019214
DOID:3087	D005891
DOID:3093	D009380
DOID:3095	D009373
DOID:3098	D018228
DOID:310	D017243
DOID:3103	D013901
DOID:3107	D017227
DOID:3108	D001198
DOID:3109	D018344
DOID:3110	D018283
DOID:3111	D003536
DOID:3112	D000231
DOID:3113	D002291
DOID:3114	D018284
DOID:3118	D004066
DOID:3119	D004067
DOID:3119	D005770
DOID:3121	D005706
DOID:3122	D017219
DOID:3125	D009377
DOID:3127	D011349
DOID:3128	D001004
DOID:3132	D017119
DOID:3133	D017094
DOID:3134	D005148
DOID:3136	D012536
DOID:3138	D000052
DOID:314	D000070779
DOID:3140	D012592
DOID:3141	D017520
DOID:3142	D007868
DOID:3144	D003483
DOID:3145	D006952
DOID:3146	D008052
DOID:3149	D007636
DOID:3153	D008068
DOID:3156	D010859
DOID:3158	D006229
DOID:3159	D010787
DOID:3165	D012878
DOID:3166	D007955
DOID:3168	D018307
DOID:3172	D000236
DOID:3179	D018308
DOID:318	D009134
DOID:3181	D009837
DOID:3183	D009837
DOID:3186	D009837
DOID:319	D013118
DOID:3191	D017696
DOID:3192	D009442
DOID:3193	D018317
DOID:3204	C536641
DOID:3209	D016109
DOID:321	D015493
DOID:3210	D020371
DOID:3211	D016464
DOID:3213	D003711
DOID:3218	D007580
DOID:322	D009187
DOID:3222	D002422
DOID:3223	D020918
DOID:3225	D014133
DOID:3227	D014135
DOID:3229	D013271
DOID:3230	D006610
DOID:3240	D011015
DOID:3241	D011017
DOID:3246	D018233
DOID:3247	D012208
DOID:3259	C537605
DOID:326	D007511
DOID:3261	D007589
DOID:3262	D010585
DOID:3263	D016116
DOID:3265	D006105
DOID:327	D013595
DOID:3275	D013945
DOID:3277	D013953
DOID:3284	D013945
DOID:3292	D045908
DOID:3298	D014615
DOID:3301	D018238
DOID:3302	D002817
DOID:3304	D018237
DOID:3305	D018243
DOID:3307	D013724
DOID:3308	D018236
DOID:3309	D009450
DOID:331	D002493
DOID:3310	D003876
DOID:3312	D001714
DOID:3314	D018207
DOID:3315	D008067
DOID:3315	D018205
DOID:332	D000690
DOID:3320	D013661
DOID:3321	D020143
DOID:3322	D016537
DOID:3323	D012497
DOID:3324	D019964
DOID:3325	D011694
DOID:3326	D011693
DOID:3327	D020938
DOID:3328	D004833
DOID:3329	D019305
DOID:3330	D020937
DOID:3331	D017034
DOID:3332	D006188
DOID:334	D006677
DOID:3341	D010002
DOID:3342	D010000
DOID:3343	D009081
DOID:3345	D014973
DOID:3347	D012516
DOID:3347	D018213
DOID:3355	D005354
DOID:3355	D018218
DOID:3362	D003323
DOID:3369	C563168
DOID:3369	D012512
DOID:3369	D018241
DOID:3371	D002813
DOID:3373	D018217
DOID:3382	D008080
DOID:3385	D016585
DOID:3388	D010510
DOID:3389	D010214
DOID:339	D020436
DOID:3393	D003324
DOID:3393	D003327
DOID:3393	D017202
DOID:3401	D007177
DOID:3405	D015614
DOID:3407	D002340
DOID:341	D001157
DOID:3410	D002341
DOID:3413	D008363
DOID:3419	D019574
DOID:3426	D015837
DOID:3429	D018979
DOID:3437	D007827
DOID:345	D014591
DOID:3450	D010145
DOID:3454	D020520
DOID:3456	D002579
DOID:3457	D018275
DOID:3459	D001943
DOID:3462	D006222
DOID:3463	D001941
DOID:3478	D015811
DOID:3480	D014603
DOID:3481	D010930
DOID:3482	D010930
DOID:3486	D009335
DOID:3488	D002481
DOID:349	D034721
DOID:3490	D009634
DOID:3491	D014424
DOID:3492	D008947
DOID:3493	D018279
DOID:350	D008415
DOID:3507	D018223
DOID:3512	D018319
DOID:3522	D014854
DOID:3523	D020526
DOID:3525	D020244
DOID:3526	D002544
DOID:3527	D002539
DOID:3528	D020243
DOID:3529	D020512
DOID:3530	D034081
DOID:3534	D020192
DOID:3535	D020194
DOID:3540	D016545
DOID:3541	D002551
DOID:355	D012515
DOID:3557	D013478
DOID:3558	D004380
DOID:3559	D011553
DOID:3565	D008579
DOID:3571	D008113
DOID:3572	D012851
DOID:3574	D020227
DOID:3575	D020226
DOID:3576	D020225
DOID:3577	D012707
DOID:3587	D021441
DOID:3590	D006828
DOID:3590	D031901
DOID:3594	D002822
DOID:3596	D018245
DOID:3602	D020258
DOID:3603	D018282
DOID:3611	D015882
DOID:3612	D012173
DOID:3613	D017825
DOID:3614	D017436
DOID:3616	D018206
DOID:3618	D015174
DOID:3620	D016543
DOID:3627	D001014
DOID:3627	D001019
DOID:363	D014594
DOID:3633	D044905
DOID:3635	D020294
DOID:3642	D004652
DOID:3644	D007029
DOID:3649	D015325
DOID:365	D001745
DOID:3650	D000140
DOID:3651	D015324
DOID:3652	D007888
DOID:3659	D029461
DOID:3660	D021182
DOID:3663	D034701
DOID:3665	D034701
DOID:3666	D054705
DOID:3669	D007383
DOID:367	D020431
DOID:3671	D010497
DOID:3672	D018335
DOID:3677	D016726
DOID:3683	D008175
DOID:3687	D017241
DOID:3689	D020968
DOID:369	D018304
DOID:3690	D020516
DOID:37	D012871
DOID:37	D012873
DOID:3721	D010954
DOID:3733	D013801
DOID:3737	D018289
DOID:374	D009748
DOID:3748	D000077277
DOID:3753	D022861
DOID:3755	D020152
DOID:3756	D020151
DOID:3762	D030401
DOID:3763	D012734
DOID:3764	D030321
DOID:3765	D012734
DOID:3766	D007973
DOID:3767	D019522
DOID:3770	D011658
DOID:3772	D008579
DOID:3777	D016460
DOID:3781	D000858
DOID:3783	D038921
DOID:3798	D016724
DOID:3803	D003414
DOID:3805	D017499
DOID:381	D007592
DOID:3817	D003389
DOID:3818	D017454
DOID:3819	D011040
DOID:3821	D020762
DOID:3825	D012790
DOID:3827	D006548
DOID:3828	D000238
DOID:3829	D010911
DOID:384	D014927
DOID:3840	D003397
DOID:3842	D019292
DOID:3846	D003397
DOID:3847	D003397
DOID:3852	D010580
DOID:3856	D005834
DOID:3861	D008527
DOID:3864	D008527
DOID:3868	D008527
DOID:3869	D008527
DOID:3875	D013924
DOID:3876	D003112
DOID:3877	D003109
DOID:3883	D003123
DOID:3890	D017118
DOID:3891	D010927
DOID:3892	D007340
DOID:3892	D007516
DOID:3893	D018251
DOID:3896	D006607
DOID:3901	D014847
DOID:3904	D002283
DOID:3906	D001984
DOID:3908	D002289
DOID:3910	D000077192
DOID:3911	D011371
DOID:3927	C535549
DOID:3928	D000274
DOID:3933	D000868
DOID:3946	D047748
DOID:3947	D000308
DOID:3948	D018268
DOID:3952	D000303
DOID:3953	D000310
DOID:3962	D018263
DOID:3963	D013964
DOID:3968	D018265
DOID:3969	D000077273
DOID:397	D002313
DOID:3973	C536914
DOID:3981	D006211
DOID:3982	D008538
DOID:3983	D009814
DOID:3985	D010029
DOID:399	D014375
DOID:4	D004194
DOID:401	D018088
DOID:4015	D002277
DOID:402	D014393
DOID:4022	D014518
DOID:4023	D008039
DOID:4024	D002293
DOID:4025	D013231
DOID:4029	D005756
DOID:403	D009059
DOID:404	D014385
DOID:4045	D009217
DOID:4045	D019042
DOID:4051	D018232
DOID:407	D014386
DOID:4071	D004383
DOID:4072	D004378
DOID:4078	D014264
DOID:4079	D006349
DOID:4079	D016127
DOID:4080	D014262
DOID:4085	D014328
DOID:409	D008107
DOID:4090	D000377
DOID:4109	D013984
DOID:4110	D004478
DOID:4123	D009260
DOID:4131	D004894
DOID:4136	D009236
DOID:4137	D003137
DOID:4138	D001649
DOID:4140	D001657
DOID:4141	D008579
DOID:4143	D009918
DOID:4154	D003811
DOID:4157	C536773
DOID:4159	D012878
DOID:4163	D018305
DOID:4166	D002601
DOID:4175	D012203
DOID:4176	D001787
DOID:418	D012595
DOID:4183	D011556
DOID:4184	D011547
DOID:4186	D001184
DOID:4188	D004454
DOID:4189	D009155
DOID:419	D012594
DOID:4193	D020767
DOID:4194	D044882
DOID:4195	D006943
DOID:4196	D020428
DOID:420	D006983
DOID:4201	D020427
DOID:4203	D020295
DOID:4205	D002528
DOID:421	D006201
DOID:4210	D008579
DOID:4211	D008579
DOID:4217	D001948
DOID:422	D020914
DOID:4223	D011711
DOID:4226	D018203
DOID:423	D009135
DOID:4231	D051642
DOID:4233	D018227
DOID:4235	D012509
DOID:4236	D002296
DOID:4236	D018199
DOID:4236	D018200
DOID:4239	D018234
DOID:4247	D023903
DOID:4248	D023921
DOID:4249	D016098
DOID:4251	D003229
DOID:4252	D038261
DOID:4253	D008557
DOID:4254	D010026
DOID:4257	D006958
DOID:4258	D010855
DOID:4260	D020235
DOID:4265	D018229
DOID:4267	D000405
DOID:4270	D016890
DOID:4271	D016881
DOID:429	D006175
DOID:4297	D012587
DOID:4305	D018212
DOID:4306	D011843
DOID:4307	D011128
DOID:4308	D011129
DOID:431	D009209
DOID:4310	D018235
DOID:4313	D016107
DOID:4320	D031954
DOID:4322	D049309
DOID:4325	D019142
DOID:4327	D008379
DOID:4329	D031249
DOID:4330	D015616
DOID:4331	D002054
DOID:4333	D010310
DOID:4336	D014007
DOID:4346	D046350
DOID:4347	D008210
DOID:4359	D018328
DOID:4362	D002583
DOID:4367	D043204
DOID:437	D009157
DOID:4370	D045724
DOID:4371	D019873
DOID:4372	D020766
DOID:4374	D012832
DOID:4376	D016269
DOID:4377	D021181
DOID:4378	D021183
DOID:4379	D021184
DOID:438	D020274
DOID:4386	D047708
DOID:439	D020511
DOID:4394	D015616
DOID:4398	D011565
DOID:440	D009468
DOID:4400	C562379
DOID:4404	D009783
DOID:4407	D017484
DOID:4409	D005499
DOID:4411	D016751
DOID:4415	D018219
DOID:4418	D018219
DOID:4423	D012618
DOID:4424	D014972
DOID:4428	D004410
DOID:4430	D013005
DOID:4440	D018239
DOID:4441	D004407
DOID:4447	D008269
DOID:4448	D008268
DOID:4449	D008269
DOID:445	D001477
DOID:4450	D002292
DOID:446	D003480
DOID:446	D006929
DOID:4464	D002292
DOID:4465	C538614
DOID:4465	D002292
DOID:4467	D002292
DOID:4468	D008649
DOID:4468	D018262
DOID:447	D015499
DOID:4471	D002292
DOID:4473	D002292
DOID:4479	D011546
DOID:4480	D000130
DOID:4483	D012220
DOID:4491	D018923
DOID:4492	D005585
DOID:450	D020967
DOID:4501	D009958
DOID:4511	C536368
DOID:452	D008949
DOID:4531	D018277
DOID:4534	D006210
DOID:4535	D007039
DOID:4540	D000381
DOID:4541	D000849
DOID:4542	D000237
DOID:4543	D000648
DOID:4545	D018211
DOID:4549	C563195
DOID:4550	D000694
DOID:4551	D001005
DOID:4552	D018287
DOID:4557	D007967
DOID:4558	D008158
DOID:456	D001196
DOID:4562	D004698
DOID:4586	C537443
DOID:4587	D008579
DOID:4588	D008579
DOID:4594	D008579
DOID:4603	D017488
DOID:4606	D001650
DOID:4607	D001661
DOID:4608	D003138
DOID:461	D009379
DOID:461	D019042
DOID:4610	D007414
DOID:4613	D020424
DOID:4617	D010484
DOID:4618	D008441
DOID:4621	D016142
DOID:4624	D004687
DOID:4626	D006832
DOID:4627	D020240
DOID:4644	D016110
DOID:4645	D019572
DOID:4648	D012175
DOID:4659	D034801
DOID:4660	D034721
DOID:4661	D018777
DOID:4662	D013786
DOID:4671	D005611
DOID:4674	D013734
DOID:4676	D014511
DOID:4677	D007634
DOID:468	D006391
DOID:4692	D009877
DOID:4697	D018317
DOID:47	D011469
DOID:4702	D049328
DOID:4706	D015192
DOID:4723	D019585
DOID:4724	D001929
DOID:4730	D012223
DOID:4731	D012222
DOID:4734	D002115
DOID:4737	D013001
DOID:474	D006391
DOID:4744	D010921
DOID:4751	D020955
DOID:4752	D012791
DOID:4752	D019578
DOID:4762	D018783
DOID:4765	D018202
DOID:4769	C537516
DOID:4773	D018201
DOID:479	D000794
DOID:4790	D018242
DOID:4795	D049290
DOID:4796	D018489
DOID:4798	D034721
DOID:48	D005832
DOID:480	D009069
DOID:4810	D019294
DOID:4817	D005729
DOID:483	D006392
DOID:4830	D018196
DOID:4837	D010015
DOID:4839	D018266
DOID:484	D020141
DOID:4843	D018315
DOID:4844	D004806
DOID:4851	D001254
DOID:4866	D003528
DOID:4885	D003121
DOID:4889	D014388
DOID:4889	D018601
DOID:4890	D020190
DOID:4897	D001650
DOID:4903	D000230
DOID:4908	D001005
DOID:4914	C562730
DOID:4916	D010911
DOID:4922	C537535
DOID:4926	D002282
DOID:4927	D018285
DOID:4928	D018281
DOID:4929	D000230
DOID:4943	D065311
DOID:4947	D018281
DOID:4952	D016262
DOID:4953	D011051
DOID:4959	D016108
DOID:4960	D009196
DOID:4961	D001855
DOID:4962	D010495
DOID:4964	D000275
DOID:4964	D003866
DOID:4964	D009497
DOID:4968	D009347
DOID:4969	D005862
DOID:4970	D020238
DOID:4971	D055728
DOID:4972	D054437
DOID:4974	D000187
DOID:4976	D004604
DOID:4977	D008209
DOID:4988	D019512
DOID:4989	D010195
DOID:4990	D020329
DOID:4992	D020339
DOID:4997	D003966
DOID:4998	D015826
DOID:50	D013959
DOID:5003	D005058
DOID:5015	C537258
DOID:5032	D010871
DOID:5039	D009379
DOID:5041	D004938
DOID:5050	D002286
DOID:5052	D008554
DOID:5062	D010623
DOID:5063	D002281
DOID:5075	D004806
DOID:5076	D005910
DOID:5077	D001254
DOID:5078	D018303
DOID:5082	D008103
DOID:5093	D013899
DOID:5101	D004428
DOID:5112	D013540
DOID:5113	D003677
DOID:5117	C562731
DOID:5138	D018231
DOID:5151	D018318
DOID:5154	D001890
DOID:5158	D010997
DOID:5160	D001162
DOID:5162	D050379
DOID:5166	D036821
DOID:519	D001025
DOID:520	D001018
DOID:5204	D015319
DOID:5212	D018981
DOID:5213	D020277
DOID:5222	D004684
DOID:5223	D007246
DOID:5230	D017121
DOID:5232	D001023
DOID:5241	D018325
DOID:525	D020293
DOID:526	D015658
DOID:5264	D007890
DOID:5268	D007890
DOID:529	D001764
DOID:5295	D007410
DOID:530	D005141
DOID:5325	C535687
DOID:5327	D012163
DOID:5330	D003788
DOID:5334	D010263
DOID:5337	D005882
DOID:5338	D005886
DOID:5339	C536227
DOID:5340	D020324
DOID:5353	D003108
DOID:5362	D017573
DOID:5363	D018208
DOID:5364	D003074
DOID:5374	D018296
DOID:538	D015835
DOID:5381	D002759
DOID:5389	D018249
DOID:539	D009886
DOID:5392	D000239
DOID:5394	D015175
DOID:5403	D000236
DOID:5408	D010001
DOID:5409	D055752
DOID:5411	D018288
DOID:5418	D011618
DOID:5419	D012559
DOID:5425	D016471
DOID:5426	D016649
DOID:543	D004421
DOID:543	D020821
DOID:5434	D012608
DOID:5435	D016643
DOID:5439	D000074009
DOID:5442	D018250
DOID:5445	D000074009
DOID:5453	D011668
DOID:5463	D015834
DOID:5467	D003230
DOID:5477	D062625
DOID:5482	D062625
DOID:5485	D013584
DOID:5500	D004806
DOID:5502	D010373
DOID:5505	D004806
DOID:5515	D000077195
DOID:552	D011014
DOID:5520	D000077195
DOID:5546	D005266
DOID:5557	C563236
DOID:5559	D008479
DOID:5563	D013724
DOID:557	D007674
DOID:5572	D001506
DOID:5574	D003969
DOID:5577	D015408
DOID:5583	D018286
DOID:5587	D054061
DOID:560	C535908
DOID:5603	D015458
DOID:5608	D003784
DOID:5612	D013120
DOID:5612	D013125
DOID:5614	D005128
DOID:5644	D014263
DOID:5648	C562943
DOID:5656	D003389
DOID:5675	D000230
DOID:5679	D012164
DOID:5683	D061325
DOID:5688	D014898
DOID:5690	D008080
DOID:57	D001022
DOID:5702	D008080
DOID:5723	D009896
DOID:573	D009408
DOID:5733	D012488
DOID:5758	C535700
DOID:5759	D012626
DOID:576	D011507
DOID:5766	D047868
DOID:5773	D009914
DOID:5804	D021922
DOID:5805	D001020
DOID:5812	D016511
DOID:5813	C562587
DOID:582	D006456
DOID:5820	D058617
DOID:583	D000743
DOID:5842	D018239
DOID:5844	D009203
DOID:5845	D056988
DOID:5850	D056989
DOID:5855	D056988
DOID:5867	D000077207
DOID:5870	D011657
DOID:5875	D012186
DOID:589	D000745
DOID:591	D010698
DOID:593	D000379
DOID:594	D016584
DOID:5940	D018319
DOID:5958	C536475
DOID:599	C562465
DOID:5998	D005348
DOID:600	C000719220
DOID:6000	D006333
DOID:6039	C536494
DOID:605	C000719189
DOID:6050	D004935
DOID:606	D018437
DOID:607	D010264
DOID:6114	D008579
DOID:612	D007153
DOID:6126	C563020
DOID:6128	D018302
DOID:6132	D001991
DOID:6132	D029481
DOID:614	D008231
DOID:615	D007970
DOID:6193	D012509
DOID:6195	D003231
DOID:6196	D016918
DOID:62	D000082862
DOID:620	D001796
DOID:6204	D000236
DOID:6245	C537750
DOID:6255	D049912
DOID:626	D000081208
DOID:6262	D054740
DOID:6263	D058922
DOID:627	D016511
DOID:630	D030342
DOID:631	D005356
DOID:633	D009220
DOID:6335	C000608854
DOID:635	D000163
DOID:636	D017590
DOID:6364	D008881
DOID:6376	D006971
DOID:639	D004673
DOID:640	D004679
DOID:6406	D004310
DOID:6419	D013771
DOID:6420	D011666
DOID:643	D007968
DOID:6432	D006976
DOID:6457	D006223
DOID:646	D004671
DOID:648	D007729
DOID:649	D017096
DOID:6498	D017492
DOID:65	D003240
DOID:6536	D010265
DOID:654	D044343
DOID:6543	D000152
DOID:6548	D008579
DOID:655	D008661
DOID:657	D000236
DOID:6576	D020339
DOID:660	D000306
DOID:6612	D018370
DOID:6620	D053307
DOID:6652	D004057
DOID:6676	D007027
DOID:6678	C536736
DOID:668	D009221
DOID:6680	D002194
DOID:6682	D013168
DOID:6683	C535331
DOID:6686	C536012
DOID:6688	D056735
DOID:6691	C535330
DOID:6692	D055010
DOID:6712	D020759
DOID:6713	D002561
DOID:672	D013160
DOID:6725	D013130
DOID:6726	D001254
DOID:674	D002972
DOID:678	D013494
DOID:679	D001480
DOID:680	D024801
DOID:681	D010244
DOID:6811	D001254
DOID:682	D003161
DOID:6823	C537162
DOID:683	D009443
DOID:684	D006528
DOID:6869	D008579
DOID:687	D018197
DOID:688	D009373
DOID:6925	D020427
DOID:6929	D010211
DOID:693	D003744
DOID:6950	D003130
DOID:6977	D003969
DOID:698	D003807
DOID:699	D017240
DOID:700	D028361
DOID:7004	D049913
DOID:7005	D001254
DOID:7007	D001254
DOID:7008	D001254
DOID:701	D003805
DOID:7033	D017129
DOID:705	D029242
DOID:707	D016393
DOID:7146	D054752
DOID:7147	D013167
DOID:7148	D001172
DOID:7165	D013968
DOID:7166	D013966
DOID:718	D000744
DOID:7188	D013967
DOID:7210	D008579
DOID:7211	D008579
DOID:7212	D008579
DOID:7213	D008579
DOID:727	D011293
DOID:7280	D005887
DOID:730	D014523
DOID:7305	D018302
DOID:731	D014571
DOID:732	D014522
DOID:734	D014523
DOID:7365	D000082242
DOID:7371	D000093284
DOID:7398	D018242
DOID:74	D006402
DOID:7400	D049932
DOID:7426	C531621
DOID:7427	D000881
DOID:7457	D010123
DOID:746	D018254
DOID:7474	D000086002
DOID:7475	D004238
DOID:7489	D055034
DOID:75	D008206
DOID:750	D010437
DOID:7514	C536741
DOID:752	D010439
DOID:7551	D006069
DOID:7558	D020435
DOID:7566	D057090
DOID:758	D012857
DOID:76	D013272
DOID:7608	D010282
DOID:7633	D012167
DOID:767	D009133
DOID:768	D012175
DOID:769	D009447
DOID:7693	D017544
DOID:7698	C536126
DOID:77	D004066
DOID:7725	D004830
DOID:775	D064090
DOID:7765	D058456
DOID:778	D012563
DOID:780	D010922
DOID:780	D011248
DOID:784	D007676
DOID:7848	D054739
DOID:786	D007818
DOID:7894	D008924
DOID:790	D015814
DOID:7912	D009837
DOID:799	D014648
DOID:7997	D013971
DOID:7998	D006980
DOID:8007	D010178
DOID:801	D006395
DOID:8057	D008579
DOID:809	D019970
DOID:811	D008060
DOID:8125	D055034
DOID:813	D001170
DOID:8158	C537005
DOID:8161	C536913
DOID:819	D008480
DOID:820	D009205
DOID:8200	C536774
DOID:823	D010485
